rownames,project_id,created,modified,name,code,on_the_field_project_code,locality,project_start_date,project_end_date,description_text,description_html,is_billable,guid,created_by_id,last_modification_by_id,division_id,activity_id,funding_type_id,pathology_id,country_id,responsible_id,analytical_axe_id,status,short_name,level,final_impact_comments,initiation_of_the_project_comments,partners_comments,topic_comments,study_pouplation_comments,population_comments,goal_comments,numbers_of_epidemiologist,term_of_reference_has_been_written,protocol_has_been_written,is_there_an_initial_restitution,is_there_a_report_to_be_delivered,is_there_an_article_to_be_submitted,trigger_comments,has_ethical_review_bord,various_countries,sponsor,other_final_impact,goal_id,trigger_id,security_context_id,population_id,role_of_epicentre_id,impact_expected_id,health_structure_id,study_design_id,methodology_id,data_type_id,linked_project_id,topic_id
582,605,2013-11-08 ,2019-01-04 ,Xpert diagnostic algorithm  Homa Bay,831036,"","",2016-01-01,2018-12-31,DESCRIPTION,DESCRIPTION,1,,,60,8,9,1,31,14,26,637,4,"",4,,,"","","",,,0,0,0,0,0,0,"",1,0,"","",6,6,4,2,1,1,,1,3,3,,40
583,606,2013-11-08 ,2017-03-10 ,Bulletin (suivi descriptif par mission)  Fuchia analysis  MSF-OCA,832037,"","",2016-01-01,2016-12-31,"","",1,,,60,5,9,1,3,,28,638,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20
584,607,2013-11-08 ,2017-01-10 ,Support to MSF-OCP surgery projects,831038,"","",2016-01-01,2016-12-31,"","",1,,,60,5,9,1,8,,12,639,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,64
585,608,2013-11-08 ,2017-01-05 ,Outcomes of the first Multidrug Resistant Tuberculosis program  Kenya ,831039,"","",2016-01-01,2016-12-31,"","",1,,,60,5,9,1,31,14,26,640,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
586,609,2013-11-08 ,2018-08-07 ,Surveillance rotavirus  Massakory  Tchad  MSF-CH,832040,"","",2016-01-01,2016-12-31,Surveillance rotavirus  Massakory  Tchad  MSF-CH,"",1,,,130,5,9,1,1,9,4,641,4,"",4,,,"",Rotavirus,"",,,1,,,,,,"",,0,"","",4,6,3,2,1,1,,1,12,4,,46
587,610,2013-11-08 ,2017-01-10 ,Active Case Finding for TB amongst elderly patients  Cambodia,831041,"","",2016-01-01,2016-12-31,"","",1,,,60,5,9,1,31,19,9,642,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
588,611,2013-11-08 ,2018-04-09 ,Fuchia monitoring  MSF-OCG (XM300),832042,,"",2016-01-01,2020-12-31,Fuchia monitoring,Fuchia monitoring,1,,,60,7,9,1,3,,28,643,2,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,,7,4,2,1,4,,1,3,2,,20
589,612,2013-11-08 ,2016-09-29 ,Bulletin (suivi descriptif par mission)  Fuchia analysis  MSF-OCP,831043,,"",2016-01-01,2020-12-31,"","",1,,,60,7,9,1,3,,28,644,2,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,,7,4,2,1,4,,1,3,2,,20
590,613,2013-11-08 ,2018-10-30 ,Surveillance méningite  Moissala  OCP,831044,"","",2016-01-01,2019-12-01,DESCRIPTION,DESCRIPTION,1,,,60,7,9,1,26,9,4,645,2,"",4,,,"","","",,,0,0,0,0,0,0,"",0,0,"","",2,2,4,2,1,1,,1,10,,,23
591,614,2013-11-08 ,2016-09-29 ,Bulletin (suivi descriptif par mission)  Fuchia analysis  MSF-OCB,832045,,"",2016-01-01,2020-12-31,"","",1,,,60,7,9,1,3,,28,646,2,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,,7,4,2,1,4,,1,3,2,,20
592,615,2013-11-08 ,2017-10-26 ,Support to Water and Sanitation  MSF-OCP,831046,,"",2016-01-01,2017-12-31,Description,Description,1,,,60,8,9,1,19,3,12,647,4,,1,,,,,,,,0,0,0,0,0,0,,0,0,,,7,7,4,,,4,,,,,,76
593,616,2013-11-08 ,2017-03-10 ,Bulletin (suivi descriptif par mission)  Fuchia analysis  MSF-OCBa,832047,"","",2016-01-01,2016-12-31,"","",1,,,60,5,9,1,3,,28,648,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,20
594,617,2013-11-08 ,2017-01-10 ,Non-Tuberculosis Mycobacterium infections  Cambodia,831048,KH198,"",2016-01-01,2016-12-31,"","",1,,,60,5,9,1,31,19,37,649,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,40
595,618,2013-11-08 ,2017-02-28 ,Monitoring implementation of IPT for PLHIV  Swaziland,832049,,"",2016-01-01,2017-03-31,"","",1,,,60,7,9,1,31,17,17,650,4,,1,,,,,,,,0,0,0,0,0,0,,0,0,,,7,6,4,2,2,4,,1,10,1,,20
596,619,2015-12-17 ,2016-06-23 ,enquête de couverture CPS et vaccinale à Moissala -Tchad,811393,"",Moissala,2015-12-07,2016-04-30,enquete de couverture CPS et vaccinale + mortalité rétrospective Moissala Tchad,enquete de couverture CPS et vaccinale + mortalité rétrospective Moissala Tchad,1,,47,60,5,1,1,4,9,30,651,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
597,620,2016-01-04 ,2017-03-10 ,Ebola Survivor-Freetown-Monitoring-OCB,832044,"",Freetown,2016-01-04,2016-12-31,Development of tools  database  and analysis of the data collected by the Ebola survivor project in Freeton,Development of tools  database  and analysis of the data collected by the Ebola survivor project in Freeton,1,,51,60,5,9,1,35,60,51,652,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,11
598,621,2016-01-04 ,2017-11-23 ,IIEHSS Study  UNITAID  (via OCP) ,833046,,Ndhiwa,2015-01-01,2017-12-31,Sous financement UNITAID  expertise à facturer&nbsp;Impact of Infant Expanded HIV Screening Strategy using Point Care EID in Ndhiwa,<p>Sous financement UNITAID  expertise à facturer</p><p>&nbsp;Impact of Infant Expanded HIV Screening Strategy using Point Care EID in Ndhiwa</p>,1,,60,60,7,1,1,3,14,17,654,4,,1,,,,,,,,0,0,0,0,0,0,,1,0,,,7,7,4,,,,,,,,,20
599,622,2016-01-06 ,2018-08-14 ,Protocol development - cluster-randomized trial of ciprofloxacin for meningitis prophyalxis during epidemics (MI984),822637,NE948,TBD,2015-12-01,2017-12-31,Development of a protocol for a cluster-randomized trial of ciprofloxacin for prevention of meningitis among household and community contacts of meningitis cases. The trial will take place in an epidemic setting and have three arms: 1) normal standard care 2) single-dose oral ciprofloxacin for household contacts of declared cases and 3) single-dose oral ciprofloxacin for the entire village of declared cases,Development of a protocol for a cluster-randomized trial of ciprofloxacin for prevention of meningitis among household and community contacts of meningitis cases. The trial will take place in an epidemic setting and have three arms: 1) normal standard care 2) single-dose oral ciprofloxacin for household contacts of declared cases and 3) single-dose oral ciprofloxacin for the entire village of declared cases,1,,39,60,1,2,1,26,10,39,655,4,"",1,,,"","","",,,0,0,1,1,1,1,"",1,0,"","",,,4,2,1,1,,1,,3,,24
600,623,2016-01-12 ,2016-06-23 ,enquete de couverture CPS Koutiala 2015 Mali,811397,"",Koutiala,2016-01-04,2016-04-30,enquete couverture CPS post distribution de novembre 2015 pour OCP.,enquete couverture CPS post distribution de novembre 2015 pour OCP.,1,,47,60,5,1,1,4,8,30,669,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,22
601,624,2016-01-12 ,2018-08-09 ,Analyse RDC Epicentre MSF ,831056,"","",2016-01-06,2016-03-31,Analyse et synthése des études menées par OCP et Epicentre les dix derniéres années.,Analyse et synthése des études menées par OCP et Epicentre les dix derniéres années.,1,,30,130,7,9,1,19,1,30,668,4,"",1,,,"","","",,,1,,,,,,"",,0,"","",6,6,3,3,1,4,,3,1,4,,75
602,625,2016-01-19 ,2018-08-07 ,enquete de couverture vaccinale OCV et tetanos Maroua- Cameroun,812395,"",Maroua,2015-10-01,2016-01-31,Enquete de couverture vaccinale OCV et tetanos Maroua- Cameroun,"",1,,47,130,7,1,1,1,45,62,666,4,"",4,,,"",Cholera  Tetanus,"",,,1,,,,,,"",,0,"","",6,2,3,2,1,4,,1,1,3,,41
603,626,2016-01-19 ,2017-01-10 ,Épidémie de Choléra au Malawi - Lake Chilwa- Machinga District,811396,"",Machinga,2016-01-11,2016-04-30,Renforcement du système de surveillance et description de l'épidémie,Renforcement du système de surveillance et description de l'épidémie,1,,47,60,5,1,1,22,15,82,667,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,6
604,627,2016-01-19 ,2019-01-04 ,Documentation de la vaccination OCV au Malawi - Machinga district,811394,"",Machinga,2016-01-11,2018-12-01,Enquetes de couverture vaccinale et acceptabilité faisabilité de l'administration autonome de la second dose OCV &nbsp;dans les foyers + efficacité vaccinale de la second dose,<p>Enquetes de couverture vaccinale et acceptabilité faisabilité de l'administration autonome de la second dose OCV &nbsp;dans les foyers + efficacité vaccinale de la second dose</p><p><br /></p>,1,,47,60,7,1,1,22,15,23,661,4,"",2,,,"","","",,,0,1,1,1,1,0,"",1,0,"","",,2,4,2,1,1,,1,3,3,,6
605,628,2016-01-25 ,2016-08-29 ,Epidémiologie méningite intersection Niger 2016,834058,NE947,Niamey,2016-01-01,2016-12-31,Support épidémiologique en intersection pour la saison de méningite au Niger  2016,Support épidémiologique en intersection pour la saison de méningite au Niger  2016,1,,39,43,1,9,1,26,10,39,673,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,24
606,629,2016-02-04 ,2017-10-26 ,Feasibility trial of the iTClamp,831060,,"",2016-02-04,2018-07-31,The primary objective of this survey will be to develop a data collection tool to asses both the user satisfaction as well as feasibility of using the IT Clamp in a MSF project.&nbsp; The user satisfaction survey will act as a proxy to assess the benefit for the patient in using this innovative tool. The already comprehensive data form collected in the field by the ambulance team will be looked at in addition to a brief survey questionnaire that asks the treating clinician on the ambulance about the usability of the new device. The survey will also ask several quantitative questions about the time to control bleeding and the number of bandages used. The same quantitative questions will be asked regarding an additional 10-20 trauma patients who are treated after the device is no longer used/available (there are only ten non reusable devices being trialed in the field at this point in time). ,"<p style=""margin: 0px 0px 8px; text-align: justify; font-size: 14.6667px; font-family: Calibri  sans-serif;""><span style=""font-size: 12pt; line-height: 115%;"">The primary objective of this survey will be to develop a data collection tool to asses both the user satisfaction as well as feasibility of using the IT Clamp in a MSF project.&nbsp; The user satisfaction survey will act as a proxy to assess the benefit for the patient in using this innovative tool. The already comprehensive data form collected in the field by the ambulance team will be looked at in addition to a brief survey questionnaire that asks the treating clinician on the ambulance about the usability of the new device. The survey will also ask several quantitative questions about the time to control bleeding and the number of bandages used. The same quantitative questions will be asked regarding an additional 10-20 trauma patients who are treated after the device is no longer used/available (there are only ten non reusable devices being trialed in the field at this point in time). </span></p>",1,,12,60,7,9,1,8,14,12,676,4,,1,,,,,,,,0,0,0,0,0,0,,1,,,,6,6,,,1,1,,1,4,,,65
607,630,2016-02-05 ,2019-01-04 ,An open-label  single arm study to provide additional information on safety and effectiveness of rVsV-ZEBOV,824639,"","",2016-02-01,2018-12-31,The primary outcome is to assess overall vaccine effectiveness (cumulative incidence) in preventing laboratory-confirmed EVD cases among eligible persons after 28 days of follow-up. The follow-up period may change depending on the country of implementation. This is an interventional  single arm  open-label  non-randomized  phase IIIb study to accumulate additional data on safety and effectiveness of one dose of rVsV-ZEBOV against Ebola virus disease. There is no sample size for this study. Any and all individuals meeting all inclusion criteria and none of the exclusion criteria will be eligible for participation in the study. The study will be terminated when Emergency Use Assessment and Listing (EUAL) or licensure from FDA for rVsV-ZEBOV is obtained. Safety follow-up will continue throughout the duration of the trial. As neither the size nor location of future outbreaks is foreseeable  all analyses will be post-hoc.&nbsp;Countries of Recruitment include: Guinea  Guinea Bissau  Sierra Leone  Liberia  Mali  Ivory Coast  Burkina Faso  Democratic Republic of Congo  NigeriaThis project code is for all preparatory work prior to implementation.,<div>The primary outcome is to assess overall vaccine effectiveness (cumulative incidence) in preventing laboratory-confirmed EVD cases among eligible persons after 28 days of follow-up. The follow-up period may change depending on the country of implementation. This is an interventional  single arm  open-label  non-randomized  phase IIIb study to accumulate additional data on safety and effectiveness of one dose of rVsV-ZEBOV against Ebola virus disease. There is no sample size for this study. Any and all individuals meeting all inclusion criteria and none of the exclusion criteria will be eligible for participation in the study. The study will be terminated when Emergency Use Assessment and Listing (EUAL) or licensure from FDA for rVsV-ZEBOV is obtained. Safety follow-up will continue throughout the duration of the trial. As neither the size nor location of future outbreaks is foreseeable  all analyses will be post-hoc.&nbsp;</div><div>Countries of Recruitment include: Guinea  Guinea Bissau  Sierra Leone  Liberia  Mali  Ivory Coast  Burkina Faso  Democratic Republic of Congo  Nigeria</div><div>This project code is for all preparatory work prior to implementation.</div>,1,,43,60,1,2,1,35,36,43,674,4,"",1,,,"","","",,,1,0,0,0,0,0,"",1,1,"","",4,6,,2,1,1,,3,4,3,,11
608,631,2016-02-22 ,2017-01-10 ,Documentation of the preventive program in Madarounfa  Niger,831059,"",Madarounfa,2016-02-22,2016-12-31,"","",1,,43,60,5,9,1,15,10,30,675,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60
609,632,2016-02-24 ,2019-01-04 ,Documentation suivi et évaluation de la mise en place du vaccin OCV en Afrique,813399,"","",2016-03-01,2016-08-31,Documentation suivi et évaluation de la mise en place du vaccin OCV en Afrique,"",1,,47,60,5,1,1,22,1,47,678,4,OCv Afrique 2016,2,,,"","","",,,2,1,1,1,1,0,"",0,0,"","",6,6,4,2,2,1,,1,11,3,,6
610,633,2016-02-24 ,2017-01-10 ,enquete de mortalité à Madaoua  Niger,812400,"",Madaoua,2016-03-01,2016-06-01,"","",1,,47,60,5,1,1,6,10,10,679,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,71
611,634,2016-03-04 ,2017-01-10 ,SAMBA EID pilote introduction - Uganda (via OCP),833064,,Arua,2016-03-04,2017-12-31,FUNDING : 15450 EUR (mars 2016 - décembre 2016)HIV Early-infant Diagnosis (EID)&nbsp; with SAMBA II POC testSite: Arua  Uganda (OCP)UNITAID funded (VL grand)Study on perfomance of SAMBA II POC test for&nbsp; EID  - monitoring of programmatic implementation&nbsp; ,<p>FUNDING : 15450 EUR (mars 2016 - décembre 2016)</p><p>HIV Early-infant Diagnosis (EID)&nbsp; with SAMBA II POC test<br /></p><p>Site: Arua  Uganda (OCP)</p><p>UNITAID funded (VL grand)</p><p>Study on perfomance of SAMBA II POC test for&nbsp; EID  - monitoring of programmatic implementation&nbsp; <br /></p>,1,,9,60,8,2,1,3,13,9,683,4,,4,,,,,,,,0,1,0,0,0,0,,0,0,,,,6,4,2,1,1,,1,3,4,,20
612,635,2016-03-10 ,2016-10-20 ,Révision PSP,844137,,Paris,2016-04-01,2017-12-31,Révision de plusieurs modules du PSP training,Révision de plusieurs modules du PSP training,1,,40,60,9,3,1,20,3,40,684,4,,4,,,,,,,,0,0,0,0,0,0,,0,0,,,,,4,,1,,,,,,,76
613,636,2016-03-10 ,2017-01-10 ,Responding to epidemics Iran,843138,"",Téhéran,2016-10-01,2016-12-31,Training &nbsp;about epidemics in Iran,Training &nbsp;about epidemics in Iran,1,,40,60,5,3,3,20,55,40,686,4,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
614,637,2016-03-10 ,2017-04-28 ,Assessment and Response to Emergencies and Epidemics (AREE)  Nigeria 2017,841139,,"",2016-04-01,2017-12-31,Réponse aux épidémies sur le terrain,Réponse aux épidémies sur le terrain,1,,40,60,9,3,1,20,12,40,688,4,,4,,,,,,,,0,1,0,0,0,0,,0,0,,,,,1,,1,,,,,,,76
615,638,2016-03-24 ,2016-10-27 ,Epidémie de Cholera en Zambie - Lusaka - One dose OCV documentation,812403,,Lusaka,2016-03-01,2017-12-31,Outbreak response with one dose OCV in Lusaka district - vaccine coverage + effectivness&nbsp;,Outbreak response with one dose OCV in Lusaka district - vaccine coverage + effectivness&nbsp;,1,,47,60,7,1,1,22,74,99,691,4,,4,,,,,,,,2,0,0,0,1,1,,1,0,,,,2,4,2,1,1,,1,3,3,,6
616,639,2016-03-31 ,2017-06-26 ,OCV one dose effectivness study in Lusaka  Zambia.,812402,,Lusaka,2016-03-21,2017-01-01,cholera outbreak and one dose vaccination campaign: &nbsp;surveillance reinforcement + vaccine coverage + vaccine effectivness,cholera outbreak and one dose vaccination campaign: &nbsp;surveillance reinforcement + vaccine coverage + vaccine effectivness,1,,47,60,7,1,1,22,74,99,690,4,,4,,,,,,,,2,0,0,0,1,1,,1,0,,,6,2,4,2,1,1,,1,2,3,,6
617,640,2016-03-31 ,2018-11-09 ,SAMBA 2 equivalence study-Uganda (UNITAID VIA OCP),833066,"",Arua District,2015-08-01,2017-03-31,OCP via UNITAID VL grandObjective: Comparison of SAMBA 1 (semi-automated) vs SAMBA 2 (fully auomated) HIV Vl test iN Arua district  Uganda.Comment: This is not a new activity  it has already been approved and was so far charged together with Code 823604; Task shifting study.But it will be easier to keep track if we hav ea separate code.,<p>OCP via UNITAID VL grand</p><p>Objective: Comparison of SAMBA 1 (semi-automated) vs SAMBA 2 (fully auomated) HIV Vl test iN Arua district  Uganda.</p><p>Comment: This is not a new activity  it has already been approved and was so far charged together with Code 823604&nbsp; Task shifting study.</p><p>But it will be easier to keep track if we hav ea separate code.<br /></p>,1,,9,130,8,2,1,3,13,9,689,4,"",4,,,"","","",,,2,1,1,0,0,0,"",1,0,"","",3,6,4,2,1,1,,1,8,4,781,20
618,641,2016-04-01 ,2018-12-19 ,VL_4country_support_consortium,833065,"",ethiopia  sudan  bangladesh  india,2016-01-01,2018-12-31,Description,Description,1,,3,60,7,9,1,13,75,105,687,4,"",1,,,"","","",,,0,1,1,0,1,0,"",1,0,"","",,,3,2,2,4,,2,,3,,20
619,642,2016-04-05 ,2018-12-04 ,,812401,,,,,,,0,,30,60,,,,,10,,,4,PPCSI,4,,,"","","",,,2,,1,,1,0,"",1,0,"","",6,6,4,2,1,4,,1,1,3,,70
620,643,2016-04-18 ,2018-08-07 ,IInvestigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,811404,"",Masaka,2016-04-18,2016-12-31,Investigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,"",1,,23,130,7,1,1,7,13,7,693,4,"",2,,,"","","",,,1,,,,,,"",,0,"","",6,2,4,2,1,4,,1,11,3,,47
621,644,2016-04-20 ,2018-11-02 ,Prospective cohort study of snakebite victims (SS160),822642,"",Agok,2016-04-20,2019-12-01,Prospective cohort study of patients treated for snakebite in Agok  South Sudan. &nbsp;,Prospective cohort study of patients treated for snakebite in Agok  South Sudan. &nbsp;,1,,39,60,1,2,1,19,5,39,694,2,"",4,,,"","","",,,0,0,1,0,0,0,"",1,0,"","",,,4,3,1,4,,1,,3,,67
622,645,2016-04-20 ,2018-07-23 ,,822643,,,,,,,0,,39,130,,,,,10,,,4,"",4,,,"","","",,,0,0,1,1,1,0,"",1,0,"","",,,4,2,1,1,,1,,3,,22
623,646,2016-04-22 ,2018-08-09 ,Yellow fever _ Uganda _2016,811407,"","",2016-04-15,2016-08-31,support MOH for the description of the epidemic,support MOH for the description of the epidemic,1,,33,130,7,1,1,19,13,7,698,4,"",1,,,"","","",,,1,,,,,,"",,0,"","",6,2,,2,1,4,,1,11,3,,47
624,647,2016-04-22 ,2018-08-09 ,suevreillance fievre jaune RDC 2016 ,811406,"",Katanga,2016-04-15,2016-12-31,suevreillance fievre jaune RDC 2016 ,"",1,,33,130,7,1,1,19,1,10,697,4,"",1,,,"","","",,,1,,,,,,"",,0,"","",6,2,4,2,1,4,,1,12,4,,47
625,648,2016-04-22 ,2018-08-09 ,RDC Fievre jaune OCB 2016,812405,"","",2016-04-15,2016-08-31,- Collecter les données des cas/décès YF auprès des structures de santé  des labos et des autorités.- En fonction des données  définir les priorités d'interventions : vaccination  vector control  PEC- Participer à la rédaction de la demande ICG au besoin- Etre le point focal pendant les réunion task force avec les autorités.- Vérifier que la définition de cas est présente dans les structures de santé- Identifier les structures pour la prise en charge,"<span style=""font-family: Helv; font-size: 10pt;""></span><p dir=""ltr"">- Collecter les données des cas/décès YF auprès des structures de santé  des labos et des autorités.</p><p dir=""ltr"">- En fonction des données  définir les priorités d'interventions : vaccination  vector control  PEC</p><p dir=""ltr"">- Participer à la rédaction de la demande ICG au besoin</p><p dir=""ltr"">- Etre le point focal pendant les réunion task force avec les autorités.</p><p dir=""ltr"">- Vérifier que la définition de cas est présente dans les structures de santé</p><p dir=""ltr"">- Identifier les structures pour la prise en charge</p>",1,,33,130,7,1,1,19,1,105,696,4,"",1,,,"","","",,,1,,,,,,"",,0,"","",6,2,4,2,1,4,,1,11,3,,47
626,649,2016-04-26 ,2018-10-30 ,Large-scale introduction of a new WHO pre-qualified disposable syringe needle-free injection device in the context of a preventive or reactive measles vaccination campaign,821644,"","",2014-01-01,2018-12-31,BackgroundThis study aims to evaluate the potential contribution of needle-free delivery to measles vaccination campaigns. A new needle-free device  PharmaJet  was pre-qualified in 2013 based on technical functioning. On-going clinical studies assessing immunogenicity of different vaccines delivered with PharmaJet will not  however  provide the required immunogenicity information for measles vaccine. Consequently  a first phase of this study aims to prove the non-inferiority of measles vaccine delivered with PharmaJet device and also get initial data on acceptability. A second phase will evaluate the contribution of this device to mass vaccination campaigns. Methods The first part of the study is a randomized non-inferiority trial. Around 500 children will be randomized to receive the first measles dose in routine vaccination activities with PharmaJet or needle and syringe. Measles antibody titres will be measured at inclusion and 4 weeks post-vaccination. Caretakers will be administered a questionnaire to assess acceptability. In a second step  a demonstration project will be implemented to assess advantages and disadvantages of PharmaJet in a measles mass vaccination campaign. Reporting Updates on the progress of the project will be provided to medical department referent and field teams regularly and to the vaccination working group.&nbsp;,"<p><strong><span style=""font-family: Helv  sans-serif;"">Background</span></strong></p><p><span style=""font-family: Helv  sans-serif;"">This study aims to evaluate the potential contribution of needle-free delivery to measles vaccination campaigns. A new needle-free device  PharmaJet  was pre-qualified in 2013 based on technical functioning. On-going clinical studies assessing immunogenicity of different vaccines delivered with PharmaJet will not  however  provide the required immunogenicity information for measles vaccine. Consequently  a first phase of this study aims to prove the non-inferiority of measles vaccine delivered with PharmaJet device and also get initial data on acceptability. A second phase will evaluate the contribution of this device to mass vaccination campaigns. </span></p><p><strong><span style=""font-family: Helv  sans-serif;"">Methods </span></strong></p><p><span style=""font-family: Helv  sans-serif;"">The first part of the study is a randomized non-inferiority trial. Around 500 children will be randomized to receive the first measles dose in routine vaccination activities with PharmaJet or needle and syringe. Measles antibody titres will be measured at inclusion and 4 weeks post-vaccination. Caretakers will be administered a questionnaire to assess acceptability. In a second step  a demonstration project will be implemented to assess advantages and disadvantages of PharmaJet in a measles mass vaccination campaign. </span></p><p><strong><span style=""font-family: Helv  sans-serif;"">Reporting</span></strong></p> <p><span style=""font-family: Helv  sans-serif;"">Updates on the progress of the project will be provided to medical department referent and field teams regularly and to the vaccination working group.&nbsp;</span></p><br />",1,,60,130,1,2,1,1,36,2,699,4,"",1,,,"","","",,,2,0,1,0,0,0,"",1,0,"","",1,6,4,2,1,1,,1,1,3,,41
